Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Average_Order_Value
CUST01386,33,6,325650.0,5,4,5,14,Champions,54275.0
CUST01387,112,7,170785.1,3,4,3,10,Loyal Customers,24397.87142857143
CUST01388,212,7,121463.35,2,4,2,8,Others,17351.907142857144
CUST01389,479,3,280957.19999999995,1,1,4,6,Lost Customers,93652.39999999998
CUST01390,61,8,314235.0,4,5,4,13,Champions,39279.375
CUST01391,49,6,185898.0,4,4,3,11,Loyal Customers,30983.0
CUST01392,189,2,33868.1,2,1,1,4,Lost Customers,16934.05
CUST01393,5,4,172415.05,5,2,3,10,Potential Loyalists,43103.7625
CUST01394,405,1,7297.0,1,1,1,3,Lost Customers,7297.0
CUST01395,292,3,27138.1,2,1,1,4,Lost Customers,9046.033333333333
CUST01396,337,9,690113.0,1,5,5,11,At Risk,76679.22222222222
CUST01397,233,6,276782.8,2,4,4,10,At Risk,46130.46666666667
CUST01398,43,6,237696.7,4,4,4,12,Champions,39616.11666666667
CUST01399,65,3,147106.4,4,1,3,8,Others,49035.46666666667
CUST01400,118,4,93653.75,3,2,2,7,Others,23413.4375
CUST01401,44,6,188933.05,4,4,3,11,Loyal Customers,31488.841666666664
CUST01402,128,4,26404.95,3,2,1,6,Others,6601.2375
CUST01403,54,4,344079.8,4,2,5,11,Potential Loyalists,86019.95
CUST01404,90,7,309657.55,4,4,4,12,Champions,44236.79285714286
CUST01405,82,5,101606.5,4,3,2,9,Potential Loyalists,20321.3
CUST01406,43,7,926690.7,4,4,5,13,Champions,132384.38571428572
CUST01407,244,6,347737.8,2,4,5,11,At Risk,57956.299999999996
CUST01408,17,4,46075.600000000006,5,2,1,8,Potential Loyalists,11518.900000000001
CUST01409,127,5,66951.59999999999,3,3,1,7,Others,13390.319999999998
CUST01410,192,5,227591.8,2,3,4,9,At Risk,45518.36
CUST01411,167,2,220550.9,3,1,4,8,Others,110275.45
CUST01412,222,3,55374.7,2,1,1,4,Lost Customers,18458.233333333334
CUST01413,76,3,88029.2,4,1,2,7,Others,29343.066666666666
CUST01414,75,4,84401.55,4,2,2,8,Potential Loyalists,21100.3875
CUST01415,18,5,169745.34999999998,5,3,3,11,Potential Loyalists,33949.06999999999
CUST01416,305,7,248627.8,1,4,4,9,At Risk,35518.25714285714
CUST01417,49,4,216482.15,4,2,4,10,Potential Loyalists,54120.5375
CUST01418,75,6,213175.25,4,4,4,12,Champions,35529.208333333336
CUST01419,294,4,177797.6,1,2,3,6,Lost Customers,44449.4
CUST01420,85,2,2973.1,4,1,1,6,Others,1486.55
CUST01421,198,3,320810.75,2,1,5,8,Lost Customers,106936.91666666667
CUST01422,128,6,142291.0,3,4,3,10,Loyal Customers,23715.166666666668
CUST01423,9,3,70852.15,5,1,1,7,Others,23617.38333333333
CUST01424,382,4,130252.25,1,2,2,5,Lost Customers,32563.0625
CUST01425,12,4,143477.6,5,2,3,10,Potential Loyalists,35869.4
CUST01426,1,7,184072.2,5,4,3,12,Loyal Customers,26296.028571428575
CUST01427,239,6,208706.9,2,4,3,9,At Risk,34784.48333333333
CUST01428,67,7,288181.8,4,4,4,12,Champions,41168.82857142857
CUST01429,39,3,89913.9,5,1,2,8,Others,29971.3
CUST01430,74,6,509216.94999999995,4,4,5,13,Champions,84869.49166666665
CUST01431,213,5,204299.5,2,3,3,8,At Risk,40859.9
CUST01432,112,5,194451.15,3,3,3,9,Others,38890.229999999996
CUST01433,507,4,349976.9,1,2,5,8,Lost Customers,87494.225
CUST01434,166,5,351897.3,3,3,5,11,Others,70379.45999999999
CUST01435,242,7,393069.55,2,4,5,11,At Risk,56152.79285714286
CUST01436,319,4,71732.8,1,2,1,4,Lost Customers,17933.2
CUST01437,119,4,206848.45,3,2,3,8,Others,51712.1125
CUST01438,30,10,351274.9,5,5,5,15,Champions,35127.490000000005
CUST01439,218,1,104776.95,2,1,2,5,Lost Customers,104776.95
CUST01440,107,4,87216.45000000001,3,2,2,7,Others,21804.112500000003
CUST01441,44,8,410341.75,4,5,5,14,Champions,51292.71875
CUST01442,214,3,48084.200000000004,2,1,1,4,Lost Customers,16028.066666666668
CUST01443,100,4,146414.4,3,2,3,8,Others,36603.6
CUST01444,234,4,132485.0,2,2,2,6,Lost Customers,33121.25
CUST01445,184,5,201139.65,2,3,3,8,At Risk,40227.93
CUST01446,104,4,73084.4,3,2,1,6,Others,18271.1
CUST01447,61,4,220378.55,4,2,4,10,Potential Loyalists,55094.6375
CUST01448,294,3,43201.3,1,1,1,3,Lost Customers,14400.433333333334
CUST01449,50,9,82400.3,4,5,2,11,Loyal Customers,9155.58888888889
CUST01450,20,7,420736.5,5,4,5,14,Champions,60105.21428571428
CUST01451,503,5,155697.45,1,3,3,7,At Risk,31139.49
CUST01452,299,2,108491.9,1,1,2,4,Lost Customers,54245.95
CUST01453,44,7,379773.19999999995,4,4,5,13,Champions,54253.31428571428
CUST01454,212,6,258103.75,2,4,4,10,At Risk,43017.291666666664
CUST01455,61,5,245214.5,4,3,4,11,Potential Loyalists,49042.9
CUST01456,85,4,35784.25,4,2,1,7,Potential Loyalists,8946.0625
CUST01457,299,4,326533.3,1,2,5,8,Lost Customers,81633.325
CUST01458,172,6,254657.5,2,4,4,10,At Risk,42442.916666666664
CUST01459,10,8,236911.35,5,5,4,14,Champions,29613.91875
CUST01460,125,6,219326.69999999998,3,4,4,11,Loyal Customers,36554.45
CUST01461,3,3,290159.2,5,1,4,10,Others,96719.73333333334
CUST01462,136,7,302625.35,3,4,4,11,Loyal Customers,43232.19285714285
CUST01463,20,7,289438.0,5,4,4,13,Champions,41348.28571428572
CUST01464,29,7,120755.54999999999,5,4,2,11,Loyal Customers,17250.792857142857
CUST01465,359,2,64766.0,1,1,1,3,Lost Customers,32383.0
CUST01466,120,5,56700.399999999994,3,3,1,7,Others,11340.079999999998
CUST01467,31,5,180032.1,5,3,3,11,Potential Loyalists,36006.42
CUST01468,5,8,220604.2,5,5,4,14,Champions,27575.525
CUST01469,358,3,202263.6,1,1,3,5,Lost Customers,67421.2
CUST01470,44,4,277793.5,4,2,4,10,Potential Loyalists,69448.375
CUST01471,72,8,321320.8,4,5,5,14,Champions,40165.1
CUST01472,33,8,122090.25,5,5,2,12,Loyal Customers,15261.28125
CUST01473,800,1,24533.6,1,1,1,3,Lost Customers,24533.6
CUST01474,507,5,47866.600000000006,1,3,1,5,Others,9573.320000000002
CUST01475,128,6,164953.7,3,4,3,10,Loyal Customers,27492.283333333336
CUST01476,75,8,363325.60000000003,4,5,5,14,Champions,45415.700000000004
CUST01477,24,5,136601.9,5,3,2,10,Potential Loyalists,27320.379999999997
CUST01478,98,7,166919.15,3,4,3,10,Loyal Customers,23845.592857142856
CUST01479,263,3,233344.0,2,1,4,7,Lost Customers,77781.33333333333
CUST01480,49,3,71387.15,4,1,1,6,Others,23795.716666666664
CUST01481,361,4,221760.55,1,2,4,7,Lost Customers,55440.1375
CUST01482,238,5,128303.7,2,3,2,7,Others,25660.739999999998
CUST01483,516,3,68588.9,1,1,1,3,Lost Customers,22862.966666666664
CUST01484,2,3,179001.25,5,1,3,9,Others,59667.083333333336
CUST01485,98,6,83423.4,3,4,2,9,Loyal Customers,13903.9
CUST01486,86,4,616484.75,4,2,5,11,Potential Loyalists,154121.1875
CUST01487,136,10,164671.55,3,5,3,11,Loyal Customers,16467.155
CUST01488,66,7,426742.60000000003,4,4,5,13,Champions,60963.228571428575
CUST01489,99,5,202570.19999999998,3,3,3,9,Others,40514.03999999999
CUST01490,124,8,274114.85,3,5,4,12,Loyal Customers,34264.35625
CUST01491,2,4,126003.9,5,2,2,9,Potential Loyalists,31500.975
CUST01492,224,3,275728.0,2,1,4,7,Lost Customers,91909.33333333333
CUST01493,125,4,152273.3,3,2,3,8,Others,38068.325
CUST01494,71,6,313028.9,4,4,4,12,Champions,52171.48333333334
CUST01495,13,7,99458.5,5,4,2,11,Loyal Customers,14208.357142857143
CUST01496,150,3,244394.35,3,1,4,8,Others,81464.78333333334
CUST01497,143,5,639822.95,3,3,5,11,Others,127964.59
CUST01498,17,9,117934.5,5,5,2,12,Loyal Customers,13103.833333333334
CUST01499,22,4,393400.3,5,2,5,12,Potential Loyalists,98350.075
CUST01500,61,5,82296.65,4,3,2,9,Potential Loyalists,16459.329999999998
CUST01501,38,10,576266.35,5,5,5,15,Champions,57626.634999999995
CUST01502,190,6,134065.94999999998,2,4,2,8,Others,22344.324999999997
CUST01503,72,5,374704.14999999997,4,3,5,12,Potential Loyalists,74940.82999999999
CUST01504,236,6,360388.0,2,4,5,11,At Risk,60064.666666666664
CUST01505,31,6,207670.55,5,4,3,12,Loyal Customers,34611.75833333333
CUST01506,93,4,242804.65,4,2,4,10,Potential Loyalists,60701.1625
CUST01507,36,3,426451.0,5,1,5,11,Others,142150.33333333334
CUST01508,88,7,257382.40000000002,4,4,4,12,Champions,36768.91428571429
CUST01509,239,5,384023.4,2,3,5,10,At Risk,76804.68000000001
CUST01510,100,12,427765.4,3,5,5,13,Loyal Customers,35647.11666666667
CUST01511,113,5,205669.25,3,3,3,9,Others,41133.85
CUST01512,31,4,55410.850000000006,5,2,1,8,Potential Loyalists,13852.712500000001
CUST01513,116,4,234641.4,3,2,4,9,Others,58660.35
CUST01514,154,4,39264.2,3,2,1,6,Others,9816.05
CUST01515,298,2,91019.0,1,1,2,4,Lost Customers,45509.5
CUST01516,55,4,299643.95,4,2,4,10,Potential Loyalists,74910.9875
CUST01517,11,4,49340.5,5,2,1,8,Potential Loyalists,12335.125
CUST01518,403,5,602142.5499999999,1,3,5,9,At Risk,120428.50999999998
CUST01519,565,2,196848.05000000002,1,1,3,5,Lost Customers,98424.02500000001
CUST01520,201,10,986078.3,2,5,5,12,At Risk,98607.83
CUST01521,58,8,225220.5,4,5,4,13,Champions,28152.5625
CUST01522,87,4,59204.799999999996,4,2,1,7,Potential Loyalists,14801.199999999999
CUST01523,97,3,33124.2,3,1,1,5,Others,11041.4
CUST01524,500,1,191996.0,1,1,3,5,Lost Customers,191996.0
CUST01525,13,9,85831.04999999999,5,5,2,12,Loyal Customers,9536.783333333333
CUST01526,128,7,163742.8,3,4,3,10,Loyal Customers,23391.82857142857
CUST01527,9,7,316085.85,5,4,4,13,Champions,45155.12142857142
CUST01528,233,3,91727.8,2,1,2,5,Lost Customers,30575.933333333334
CUST01529,118,11,289473.15,3,5,4,12,Loyal Customers,26315.74090909091
CUST01530,238,3,66584.3,2,1,1,4,Lost Customers,22194.766666666666
CUST01531,63,2,11260.4,4,1,1,6,Others,5630.2
CUST01532,111,6,392647.8,3,4,5,12,Loyal Customers,65441.299999999996
CUST01533,121,3,43206.799999999996,3,1,1,5,Others,14402.266666666665
CUST01534,58,5,146214.2,4,3,3,10,Potential Loyalists,29242.840000000004
CUST01535,33,3,149518.8,5,1,3,9,Others,49839.6
CUST01536,9,3,46086.9,5,1,1,7,Others,15362.300000000001
CUST01537,151,3,80144.05,3,1,2,6,Others,26714.683333333334
CUST01538,102,5,143580.05,3,3,3,9,Others,28716.01
CUST01539,133,6,308761.45,3,4,4,11,Loyal Customers,51460.24166666667
CUST01540,225,2,55270.2,2,1,1,4,Lost Customers,27635.1
CUST01541,137,5,532475.05,3,3,5,11,Others,106495.01000000001
CUST01542,500,1,15706.8,1,1,1,3,Lost Customers,15706.8
CUST01543,61,6,177820.25,4,4,3,11,Loyal Customers,29636.708333333332
CUST01544,195,5,276228.89999999997,2,3,4,9,At Risk,55245.77999999999
CUST01545,559,3,31769.2,1,1,1,3,Lost Customers,10589.733333333334
CUST01546,177,5,45431.85,2,3,1,6,Others,9086.369999999999
CUST01547,132,7,279451.35,3,4,4,11,Loyal Customers,39921.62142857142
CUST01548,23,5,234825.7,5,3,4,12,Potential Loyalists,46965.14
CUST01549,153,5,472743.35000000003,3,3,5,11,Others,94548.67000000001
CUST01550,458,2,15266.699999999999,1,1,1,3,Lost Customers,7633.349999999999
CUST01551,99,9,262042.15,3,5,4,12,Loyal Customers,29115.794444444444
CUST01552,111,8,191179.6,3,5,3,11,Loyal Customers,23897.45
CUST01553,264,6,464535.5,2,4,5,11,At Risk,77422.58333333333
CUST01554,21,7,235033.1,5,4,4,13,Champions,33576.15714285714
CUST01555,87,2,69974.5,4,1,1,6,Others,34987.25
CUST01556,22,7,135174.1,5,4,2,11,Loyal Customers,19310.585714285717
CUST01557,495,5,402428.3,1,3,5,9,At Risk,80485.66
CUST01558,44,6,30435.449999999997,4,4,1,9,Loyal Customers,5072.575
CUST01559,330,4,175502.35,1,2,3,6,Lost Customers,43875.5875
CUST01560,218,6,170319.9,2,4,3,9,At Risk,28386.649999999998
CUST01561,71,4,147898.7,4,2,3,9,Potential Loyalists,36974.675
CUST01562,88,3,14587.2,4,1,1,6,Others,4862.400000000001
CUST01563,229,5,226366.6,2,3,4,9,At Risk,45273.32
CUST01564,392,4,227944.6,1,2,4,7,Lost Customers,56986.15
CUST01565,66,7,185576.7,4,4,3,11,Loyal Customers,26510.957142857143
CUST01566,160,4,123939.45000000001,3,2,2,7,Others,30984.862500000003
CUST01567,152,5,35266.1,3,3,1,7,Others,7053.219999999999
CUST01568,650,1,12325.6,1,1,1,3,Lost Customers,12325.6
CUST01569,517,5,68763.7,1,3,1,5,Others,13752.74
CUST01570,290,3,91846.20000000001,2,1,2,5,Lost Customers,30615.400000000005
CUST01571,53,5,211177.1,4,3,4,11,Potential Loyalists,42235.42
CUST01572,149,4,580565.5,3,2,5,10,Others,145141.375
CUST01573,11,7,297720.95,5,4,4,13,Champions,42531.56428571429
CUST01574,103,6,154191.65,3,4,3,10,Loyal Customers,25698.608333333334
CUST01575,84,7,407033.55000000005,4,4,5,13,Champions,58147.65000000001
CUST01576,147,6,121410.1,3,4,2,9,Loyal Customers,20235.016666666666
CUST01577,694,3,40612.5,1,1,1,3,Lost Customers,13537.5
CUST01578,372,5,80226.0,1,3,2,6,Others,16045.2
CUST01579,282,3,169667.9,2,1,3,6,Lost Customers,56555.96666666667
CUST01580,378,3,294784.7,1,1,4,6,Lost Customers,98261.56666666667
CUST01581,75,7,746490.75,4,4,5,13,Champions,106641.53571428571
CUST01582,163,6,176026.1,3,4,3,10,Loyal Customers,29337.683333333334
CUST01583,49,6,61071.7,4,4,1,9,Loyal Customers,10178.616666666667
CUST01584,362,2,59083.4,1,1,1,3,Lost Customers,29541.7
CUST01585,5,5,43790.45,5,3,1,9,Potential Loyalists,8758.09
CUST01586,220,5,308940.05000000005,2,3,4,9,At Risk,61788.01000000001
CUST01587,57,4,405154.5,4,2,5,11,Potential Loyalists,101288.625
CUST01588,126,7,316843.45,3,4,4,11,Loyal Customers,45263.35
CUST01589,159,4,83334.6,3,2,2,7,Others,20833.65
CUST01590,318,9,403533.55,1,5,5,11,At Risk,44837.06111111111
CUST01591,93,10,605463.7,4,5,5,14,Champions,60546.369999999995
CUST01592,106,6,106356.75,3,4,2,9,Loyal Customers,17726.125
CUST01593,14,2,57884.1,5,1,1,7,Others,28942.05
CUST01594,17,6,243936.7,5,4,4,13,Champions,40656.11666666667
CUST01595,392,5,258584.8,1,3,4,8,At Risk,51716.96
CUST01596,250,2,121487.8,2,1,2,5,Lost Customers,60743.9
CUST01597,442,3,731621.9,1,1,5,7,Lost Customers,243873.96666666667
CUST01598,104,5,311938.15,3,3,4,10,Others,62387.630000000005
CUST01599,16,6,182656.1,5,4,3,12,Loyal Customers,30442.683333333334
CUST01600,26,2,131641.9,5,1,2,8,Others,65820.95
CUST01601,128,1,17132.6,3,1,1,5,Others,17132.6
CUST01602,167,3,65871.1,3,1,1,5,Others,21957.033333333336
CUST01603,325,3,22273.0,1,1,1,3,Lost Customers,7424.333333333333
CUST01604,78,4,846521.6,4,2,5,11,Potential Loyalists,211630.4
CUST01605,13,4,57200.05,5,2,1,8,Potential Loyalists,14300.0125
CUST01606,31,7,185724.4,5,4,3,12,Loyal Customers,26532.057142857142
CUST01607,152,4,98835.65,3,2,2,7,Others,24708.9125
CUST01608,96,8,308869.65,3,5,4,12,Loyal Customers,38608.70625
CUST01609,4,11,393332.35,5,5,5,15,Champions,35757.48636363636
CUST01610,105,7,252534.8,3,4,4,11,Loyal Customers,36076.4
CUST01611,18,3,29557.0,5,1,1,7,Others,9852.333333333334
CUST01612,102,6,149879.9,3,4,3,10,Loyal Customers,24979.983333333334
CUST01613,172,2,67930.0,2,1,1,4,Lost Customers,33965.0
CUST01614,118,4,76175.8,3,2,2,7,Others,19043.95
CUST01615,283,4,75530.5,2,2,1,5,Lost Customers,18882.625
CUST01616,66,5,191250.5,4,3,3,10,Potential Loyalists,38250.1
CUST01617,93,10,387801.35,4,5,5,14,Champions,38780.134999999995
CUST01618,170,7,179393.7,2,4,3,9,At Risk,25627.67142857143
CUST01619,66,2,26604.0,4,1,1,6,Others,13302.0
CUST01620,25,7,144982.2,5,4,3,12,Loyal Customers,20711.742857142857
CUST01621,218,8,317008.6,2,5,4,11,At Risk,39626.075
CUST01622,278,8,365999.85,2,5,5,12,At Risk,45749.98125
CUST01623,317,6,282883.25,1,4,4,9,At Risk,47147.208333333336
CUST01624,134,7,229424.15000000002,3,4,4,11,Loyal Customers,32774.87857142858
CUST01625,21,12,463459.85,5,5,5,15,Champions,38621.65416666667
CUST01626,190,9,457473.95,2,5,5,12,At Risk,50830.43888888889
CUST01627,309,5,115852.8,1,3,2,6,Others,23170.56
CUST01628,31,9,207081.2,5,5,3,13,Loyal Customers,23009.022222222222
CUST01629,175,5,222871.75,2,3,4,9,At Risk,44574.35
CUST01630,51,2,192010.65000000002,4,1,3,8,Others,96005.32500000001
CUST01631,53,9,429176.35000000003,4,5,5,14,Champions,47686.26111111112
CUST01632,34,3,43320.9,5,1,1,7,Others,14440.300000000001
CUST01633,178,2,59675.700000000004,2,1,1,4,Lost Customers,29837.850000000002
CUST01634,258,3,52340.5,2,1,1,4,Lost Customers,17446.833333333332
CUST01635,3,5,62661.9,5,3,1,9,Potential Loyalists,12532.380000000001
CUST01636,7,6,842006.95,5,4,5,14,Champions,140334.49166666667
CUST01637,314,3,64803.95,1,1,1,3,Lost Customers,21601.316666666666
CUST01638,171,4,136749.95,2,2,2,6,Lost Customers,34187.4875
CUST01639,257,5,174505.3,2,3,3,8,At Risk,34901.06
CUST01640,51,7,226463.44999999998,4,4,4,12,Champions,32351.921428571426
CUST01641,329,7,289458.6,1,4,4,9,At Risk,41351.22857142857
CUST01642,347,6,112211.40000000001,1,4,2,7,Others,18701.9
CUST01643,2,6,206121.2,5,4,3,12,Loyal Customers,34353.53333333333
CUST01644,269,4,122137.4,2,2,2,6,Lost Customers,30534.35
CUST01645,63,5,158922.09999999998,4,3,3,10,Potential Loyalists,31784.419999999995
CUST01646,94,6,146942.25,4,4,3,11,Loyal Customers,24490.375
CUST01647,330,6,343397.64999999997,1,4,5,10,At Risk,57232.94166666666
CUST01648,199,5,107216.15,2,3,2,7,Others,21443.23
CUST01649,147,3,77697.45,3,1,2,6,Others,25899.149999999998
CUST01650,11,4,101750.5,5,2,2,9,Potential Loyalists,25437.625
CUST01651,86,10,266790.2,4,5,4,13,Champions,26679.02
CUST01652,460,3,100657.7,1,1,2,4,Lost Customers,33552.566666666666
CUST01653,89,4,249902.59999999998,4,2,4,10,Potential Loyalists,62475.649999999994
CUST01654,20,4,217155.2,5,2,4,11,Potential Loyalists,54288.8
CUST01655,4,9,151350.05,5,5,3,13,Loyal Customers,16816.67222222222
CUST01656,47,3,85593.4,4,1,2,7,Others,28531.13333333333
CUST01657,412,3,23642.15,1,1,1,3,Lost Customers,7880.716666666667
CUST01658,324,3,543158.1,1,1,5,7,Lost Customers,181052.69999999998
CUST01659,115,8,341978.2,3,5,5,13,Loyal Customers,42747.275
CUST01660,113,4,155729.8,3,2,3,8,Others,38932.45
CUST01661,185,5,45039.25,2,3,1,6,Others,9007.85
CUST01662,184,3,118949.09999999999,2,1,2,5,Lost Customers,39649.7
CUST01663,416,4,191309.0,1,2,3,6,Lost Customers,47827.25
CUST01664,114,4,217496.6,3,2,4,9,Others,54374.15
CUST01665,230,3,14980.400000000001,2,1,1,4,Lost Customers,4993.466666666667
CUST01666,52,12,294107.39999999997,4,5,4,13,Champions,24508.949999999997
CUST01667,481,5,49043.85,1,3,1,5,Others,9808.77
CUST01668,49,12,374313.25,4,5,5,14,Champions,31192.770833333332
CUST01669,223,5,104888.7,2,3,2,7,Others,20977.739999999998
CUST01670,203,6,274576.75,2,4,4,10,At Risk,45762.791666666664
CUST01671,60,8,399441.8,4,5,5,14,Champions,49930.225
CUST01672,74,5,97657.2,4,3,2,9,Potential Loyalists,19531.44
CUST01673,659,2,331844.4,1,1,5,7,Lost Customers,165922.2
CUST01674,8,8,327845.9,5,5,5,15,Champions,40980.7375
CUST01675,46,5,277401.6,4,3,4,11,Potential Loyalists,55480.31999999999
CUST01676,473,1,57235.6,1,1,1,3,Lost Customers,57235.6
CUST01677,71,9,305244.55,4,5,4,13,Champions,33916.06111111111
CUST01678,860,1,28608.0,1,1,1,3,Lost Customers,28608.0
CUST01679,171,3,239758.8,2,1,4,7,Lost Customers,79919.59999999999
CUST01680,59,9,238195.9,4,5,4,13,Champions,26466.21111111111
CUST01681,423,2,228292.0,1,1,4,6,Lost Customers,114146.0
CUST01682,53,4,398759.0,4,2,5,11,Potential Loyalists,99689.75
CUST01683,53,9,508435.75,4,5,5,14,Champions,56492.86111111111
CUST01684,84,4,121997.04999999999,4,2,2,8,Potential Loyalists,30499.262499999997
CUST01685,526,1,8403.1,1,1,1,3,Lost Customers,8403.1
CUST01686,269,5,145563.95,2,3,3,8,At Risk,29112.79
CUST01687,446,1,47981.7,1,1,1,3,Lost Customers,47981.7
CUST01688,229,4,339535.8,2,2,5,9,Lost Customers,84883.95
CUST01689,102,7,400246.55,3,4,5,12,Loyal Customers,57178.07857142857
CUST01690,140,3,87811.7,3,1,2,6,Others,29270.566666666666
CUST01691,262,12,413397.35,2,5,5,12,At Risk,34449.77916666667
CUST01692,151,6,234020.0,3,4,4,11,Loyal Customers,39003.333333333336
CUST01693,303,1,439.85,1,1,1,3,Lost Customers,439.85
CUST01694,235,2,15666.45,2,1,1,4,Lost Customers,7833.225
CUST01695,118,7,397231.55,3,4,5,12,Loyal Customers,56747.364285714284
CUST01696,241,6,272304.60000000003,2,4,4,10,At Risk,45384.100000000006
CUST01697,83,6,417368.64999999997,4,4,5,13,Champions,69561.44166666667
CUST01698,134,9,346672.15,3,5,5,13,Loyal Customers,38519.12777777778
CUST01699,213,5,58951.65,2,3,1,6,Others,11790.33
CUST01700,475,3,109296.0,1,1,2,4,Lost Customers,36432.0
CUST01701,10,8,104080.95,5,5,2,12,Loyal Customers,13010.11875
CUST01702,90,6,444760.0,4,4,5,13,Champions,74126.66666666667
CUST01703,59,5,197569.05,4,3,3,10,Potential Loyalists,39513.81
CUST01704,692,4,52053.5,1,2,1,4,Lost Customers,13013.375
CUST01705,192,2,16846.55,2,1,1,4,Lost Customers,8423.275
CUST01706,142,4,261250.59999999998,3,2,4,9,Others,65312.649999999994
CUST01707,100,3,129878.3,3,1,2,6,Others,43292.76666666667
CUST01708,251,10,203851.5,2,5,3,10,At Risk,20385.15
CUST01709,23,3,69678.8,5,1,1,7,Others,23226.266666666666
CUST01710,193,5,402679.7,2,3,5,10,At Risk,80535.94
CUST01711,12,6,275268.0,5,4,4,13,Champions,45878.0
CUST01712,109,9,475632.8,3,5,5,13,Loyal Customers,52848.08888888889
CUST01713,459,2,70787.90000000001,1,1,1,3,Lost Customers,35393.950000000004
CUST01714,75,5,261569.85,4,3,4,11,Potential Loyalists,52313.97
CUST01715,22,4,118205.6,5,2,2,9,Potential Loyalists,29551.4
CUST01716,536,3,89490.25,1,1,2,4,Lost Customers,29830.083333333332
CUST01717,431,4,120476.20000000001,1,2,2,5,Lost Customers,30119.050000000003
CUST01718,2,2,152044.8,5,1,3,9,Others,76022.4
CUST01719,144,6,536215.7,3,4,5,12,Loyal Customers,89369.28333333333
CUST01720,72,6,169353.0,4,4,3,11,Loyal Customers,28225.5
CUST01721,239,6,360230.1,2,4,5,11,At Risk,60038.35
CUST01722,186,8,262550.55,2,5,4,11,At Risk,32818.81875
CUST01723,231,3,47548.55,2,1,1,4,Lost Customers,15849.516666666668
CUST01724,276,9,324826.7,2,5,5,12,At Risk,36091.85555555556
CUST01725,64,3,248325.8,4,1,4,9,Others,82775.26666666666
CUST01726,3,6,689055.95,5,4,5,14,Champions,114842.65833333333
CUST01727,27,10,534420.5,5,5,5,15,Champions,53442.05
CUST01728,15,6,136225.0,5,4,2,11,Loyal Customers,22704.166666666668
CUST01729,46,4,106653.85,4,2,2,8,Potential Loyalists,26663.4625
CUST01730,508,2,2455.7,1,1,1,3,Lost Customers,1227.85
CUST01731,174,6,64329.299999999996,2,4,1,7,Others,10721.55
CUST01732,46,5,26110.95,4,3,1,8,Potential Loyalists,5222.1900000000005
CUST01733,638,1,3892.8,1,1,1,3,Lost Customers,3892.8
CUST01734,212,6,99425.55,2,4,2,8,Others,16570.925
CUST01735,195,3,45005.45,2,1,1,4,Lost Customers,15001.816666666666
CUST01736,226,4,59145.4,2,2,1,5,Lost Customers,14786.35
CUST01737,354,2,72907.75,1,1,1,3,Lost Customers,36453.875
CUST01738,169,6,120818.45000000001,3,4,2,9,Loyal Customers,20136.408333333336
CUST01739,55,11,735567.9,4,5,5,14,Champions,66869.8090909091
CUST01740,208,5,275050.85,2,3,4,9,At Risk,55010.17
CUST01741,153,8,401948.35,3,5,5,13,Loyal Customers,50243.54375
CUST01742,95,3,20795.5,3,1,1,5,Others,6931.833333333333
CUST01743,296,8,234766.55,1,5,4,10,At Risk,29345.81875
CUST01744,89,7,155664.85,4,4,3,11,Loyal Customers,22237.835714285717
CUST01745,7,2,65508.0,5,1,1,7,Others,32754.0
CUST01746,600,3,5931.799999999999,1,1,1,3,Lost Customers,1977.2666666666664
CUST01747,618,2,329673.7,1,1,5,7,Lost Customers,164836.85
CUST01748,157,5,112853.15000000001,3,3,2,8,Others,22570.63
CUST01749,132,2,33705.3,3,1,1,5,Others,16852.65
CUST01750,285,7,175475.4,2,4,3,9,At Risk,25067.914285714283
CUST01751,106,6,286010.75,3,4,4,11,Loyal Customers,47668.458333333336
CUST01752,140,5,232192.0,3,3,4,10,Others,46438.4
CUST01753,80,5,631033.7,4,3,5,12,Potential Loyalists,126206.73999999999
CUST01754,72,5,171387.2,4,3,3,10,Potential Loyalists,34277.44
CUST01755,73,5,407396.45,4,3,5,12,Potential Loyalists,81479.29000000001
CUST01756,117,4,107843.49999999999,3,2,2,7,Others,26960.874999999996
CUST01757,219,3,20098.45,2,1,1,4,Lost Customers,6699.483333333334
CUST01758,221,11,902584.3500000001,2,5,5,12,At Risk,82053.12272727274
CUST01759,363,2,44602.55,1,1,1,3,Lost Customers,22301.275
CUST01760,33,7,95524.3,5,4,2,11,Loyal Customers,13646.328571428572
CUST01761,79,8,605258.0,4,5,5,14,Champions,75657.25
CUST01762,48,4,103884.75,4,2,2,8,Potential Loyalists,25971.1875
CUST01763,131,8,208100.4,3,5,3,11,Loyal Customers,26012.55
CUST01764,324,7,359995.0,1,4,5,10,At Risk,51427.857142857145
CUST01765,137,8,211964.7,3,5,4,12,Loyal Customers,26495.5875
CUST01766,731,1,2044.0,1,1,1,3,Lost Customers,2044.0
CUST01767,725,2,19742.95,1,1,1,3,Lost Customers,9871.475
CUST01769,425,4,48348.6,1,2,1,4,Lost Customers,12087.15
CUST01770,278,5,94595.45000000001,2,3,2,7,Others,18919.090000000004
CUST01771,386,5,145520.6,1,3,3,7,At Risk,29104.120000000003
CUST01772,176,5,225597.05000000002,2,3,4,9,At Risk,45119.41
