Customer_ID,Last_Purchase_Date,Frequency,Monetary,Recency,Average_Order_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST02221,2026-06-12,10,268138.8,19,26813.879999999997,5,4,3,543,12,Loyal Customers
CUST02222,2026-06-21,18,975496.25,10,54194.23611111111,5,5,5,555,15,Champions
CUST02223,2024-06-08,1,5885.4,753,5885.4,1,1,1,111,3,Lost Customers
CUST02224,2026-04-18,3,30516.15,74,10172.050000000001,3,1,1,311,5,Others
CUST02225,2026-03-31,16,637093.1,92,39818.31875,3,5,5,355,13,Loyal Customers
CUST02226,2026-06-26,19,710884.4,5,37414.96842105263,5,5,5,555,15,Champions
CUST02227,2025-09-23,11,556830.75,281,50620.97727272727,2,4,4,244,10,At Risk
CUST02228,2025-12-04,8,103492.9,209,12936.6125,2,3,2,232,7,At Risk
CUST02229,2026-05-12,18,587834.9,50,32657.494444444445,4,5,5,455,14,Champions
CUST02230,2025-02-06,2,78831.25,510,39415.625,1,1,2,112,4,Lost Customers
CUST02231,2025-12-30,1,62622.4,183,62622.4,2,1,1,211,4,Lost Customers
CUST02232,2026-05-11,4,278818.35,51,69704.5875,4,2,3,423,9,Potential Loyalists
CUST02233,2026-06-30,8,189029.1,1,23628.6375,5,3,3,533,11,Potential Loyalists
CUST02234,2025-07-31,5,182388.5,335,36477.7,1,2,3,123,6,Others
CUST02235,2026-02-06,6,54465.0,145,9077.5,3,3,1,331,7,Others
CUST02236,2024-05-11,1,41159.7,781,41159.7,1,1,1,111,3,Lost Customers
CUST02237,2026-05-17,18,487834.95,45,27101.941666666666,4,5,4,454,13,Champions
CUST02238,2026-06-14,3,96578.15,17,32192.716666666664,5,1,2,512,8,Others
CUST02239,2025-11-14,5,282227.15,229,56445.43000000001,2,2,3,223,7,Others
CUST02240,2026-06-24,17,660268.35,7,38839.31470588235,5,5,5,555,15,Champions
CUST02241,2026-04-08,6,285775.45,84,47629.24166666667,3,3,3,333,9,Others
CUST02242,2025-06-19,4,180456.95,377,45114.2375,1,2,3,123,6,Others
CUST02243,2026-05-20,14,340029.05,42,24287.789285714283,4,5,4,454,13,Champions
CUST02244,2025-07-11,2,96506.4,355,48253.2,1,1,2,112,4,Lost Customers
CUST02245,2026-04-28,8,393979.6,64,49247.45,4,3,4,434,11,Potential Loyalists
CUST02246,2024-01-18,1,616.25,895,616.25,1,1,1,111,3,Lost Customers
CUST02247,2026-05-01,11,239606.9,61,21782.445454545454,4,4,3,443,11,Loyal Customers
CUST02248,2025-03-04,3,242364.6,484,80788.2,1,1,3,113,5,Others
CUST02249,2025-10-24,3,83869.95,250,27956.649999999998,2,1,2,212,5,Lost Customers
CUST02250,2025-12-20,8,187649.25,193,23456.15625,2,3,3,233,8,At Risk
CUST02251,2025-11-11,4,17183.15,232,4295.7875,2,2,1,221,5,Lost Customers
CUST02252,2026-06-17,12,900021.35,14,75001.77916666666,5,4,5,545,14,Champions
CUST02253,2024-01-09,1,224.4,904,224.4,1,1,1,111,3,Lost Customers
CUST02254,2026-05-21,14,748467.85,41,53461.989285714284,4,5,5,455,14,Champions
CUST02255,2026-03-24,10,375927.8,99,37592.78,3,4,4,344,11,Loyal Customers
CUST02256,2026-03-06,12,397745.5,117,33145.458333333336,3,4,4,344,11,Loyal Customers
CUST02257,2025-11-14,6,76021.55,229,12670.258333333333,2,3,2,232,7,At Risk
CUST02258,2025-12-25,5,179820.05,188,35964.009999999995,2,2,3,223,7,Others
CUST02259,2024-05-07,2,48682.200000000004,785,24341.100000000002,1,1,1,111,3,Lost Customers
CUST02260,2024-07-20,1,80484.0,711,80484.0,1,1,2,112,4,Lost Customers
CUST02261,2025-09-21,3,52043.5,283,17347.833333333332,2,1,1,211,4,Lost Customers
CUST02262,2026-06-04,9,244793.7,27,27199.300000000003,5,4,3,543,12,Loyal Customers
CUST02263,2026-03-01,10,342036.05,122,34203.604999999996,3,4,4,344,11,Loyal Customers
CUST02264,2026-04-25,4,186831.59999999998,67,46707.899999999994,4,2,3,423,9,Potential Loyalists
CUST02265,2026-06-13,13,535965.05,18,41228.08076923077,5,4,4,544,13,Champions
CUST02266,2025-12-02,3,8942.3,211,2980.7666666666664,2,1,1,211,4,Lost Customers
CUST02267,2026-04-23,9,536744.05,69,59638.227777777785,4,4,4,444,12,Champions
CUST02268,2025-05-09,4,76753.15000000001,418,19188.287500000002,1,2,2,122,5,Lost Customers
CUST02269,2026-05-21,27,2106361.85,41,78013.40185185186,4,5,5,455,14,Champions
CUST02270,2025-03-08,4,149999.94999999998,480,37499.987499999996,1,2,2,122,5,Lost Customers
CUST02271,2025-04-11,5,314995.2,446,62999.04,1,2,3,123,6,Others
CUST02272,2025-03-26,4,23631.65,462,5907.9125,1,2,1,121,4,Lost Customers
CUST02273,2026-06-27,26,1855809.35,4,71377.2826923077,5,5,5,555,15,Champions
CUST02274,2026-05-01,16,661429.35,61,41339.334375,4,5,5,455,14,Champions
CUST02275,2026-04-08,6,133384.3,84,22230.716666666664,3,3,2,332,8,Others
CUST02276,2026-06-26,2,75546.85,5,37773.425,5,1,2,512,8,Others
CUST02277,2025-06-16,5,328306.64999999997,380,65661.32999999999,1,2,4,124,7,Others
CUST02278,2026-02-25,6,120672.9,126,20112.149999999998,3,3,2,332,8,Others
CUST02279,2026-06-06,5,34501.5,25,6900.3,5,2,1,521,8,Potential Loyalists
CUST02280,2026-03-20,11,565437.3,103,51403.390909090915,3,4,4,344,11,Loyal Customers
CUST02281,2025-05-16,3,96038.0,411,32012.666666666668,1,1,2,112,4,Lost Customers
CUST02282,2026-06-22,10,121647.5,9,12164.75,5,4,2,542,11,Loyal Customers
CUST02283,2026-06-08,9,301431.0,23,33492.333333333336,5,4,3,543,12,Loyal Customers
CUST02284,2025-11-03,11,524873.65,240,47715.78636363637,2,4,4,244,10,At Risk
CUST02285,2026-04-29,14,635608.2,63,45400.58571428571,4,5,5,455,14,Champions
CUST02286,2026-03-01,3,44060.95,122,14686.983333333332,3,1,1,311,5,Others
CUST02287,2026-06-27,11,715635.9,4,65057.80909090909,5,4,5,545,14,Champions
CUST02288,2026-04-12,6,275801.55,80,45966.924999999996,3,3,3,333,9,Others
CUST02289,2026-05-24,15,599506.95,38,39967.13,4,5,5,455,14,Champions
CUST02290,2026-05-16,7,571670.8,46,81667.25714285715,4,3,4,434,11,Potential Loyalists
CUST02291,2026-04-13,8,388515.35,79,48564.41875,3,3,4,334,10,Others
CUST02292,2026-06-16,7,111454.75,15,15922.107142857143,5,3,2,532,10,Potential Loyalists
CUST02293,2026-06-08,8,474380.65,23,59297.58125,5,3,4,534,12,Potential Loyalists
CUST02294,2026-06-30,25,1794831.6,1,71793.26400000001,5,5,5,555,15,Champions
CUST02295,2025-08-19,6,104081.85,316,17346.975000000002,1,3,2,132,6,At Risk
CUST02296,2026-06-21,23,1521769.8,10,66163.90434782609,5,5,5,555,15,Champions
CUST02297,2025-09-04,5,168373.65,300,33674.729999999996,2,2,2,222,6,Lost Customers
CUST02298,2026-05-07,9,733255.5,55,81472.83333333333,4,4,5,445,13,Champions
CUST02299,2026-03-14,5,24243.1,109,4848.62,3,2,1,321,6,Others
CUST02300,2025-11-23,11,628786.85,220,57162.44090909091,2,4,5,245,11,At Risk
CUST02301,2026-06-29,9,227621.8,2,25291.31111111111,5,4,3,543,12,Loyal Customers
CUST02302,2024-04-06,1,26155.2,816,26155.2,1,1,1,111,3,Lost Customers
CUST02303,2026-01-17,10,152309.0,165,15230.9,2,4,2,242,8,At Risk
CUST02304,2026-06-14,2,9458.0,17,4729.0,5,1,1,511,7,Others
CUST02305,2026-01-15,3,27555.8,167,9185.266666666666,2,1,1,211,4,Lost Customers
CUST02306,2024-10-26,4,270907.6,613,67726.9,1,2,3,123,6,Others
CUST02307,2025-09-18,4,88759.35,286,22189.8375,2,2,2,222,6,Lost Customers
CUST02308,2025-06-07,5,235519.69999999998,389,47103.939999999995,1,2,3,123,6,Others
CUST02309,2026-06-07,12,213485.0,24,17790.416666666668,5,4,3,543,12,Loyal Customers
CUST02310,2026-02-03,10,332017.35,148,33201.735,2,4,4,244,10,At Risk
CUST02311,2025-11-14,12,196087.1,229,16340.591666666667,2,4,3,243,9,At Risk
CUST02312,2025-04-06,3,68894.8,451,22964.933333333334,1,1,1,111,3,Lost Customers
CUST02313,2024-03-30,1,1466.25,823,1466.25,1,1,1,111,3,Lost Customers
CUST02314,2024-07-27,1,38027.7,704,38027.7,1,1,1,111,3,Lost Customers
CUST02315,2026-06-23,5,83950.65,8,16790.129999999997,5,2,2,522,9,Potential Loyalists
CUST02316,2026-04-18,5,57695.8,74,11539.16,3,2,1,321,6,Others
CUST02317,2025-08-04,9,376765.55,331,41862.83888888889,1,4,4,144,9,At Risk
CUST02318,2026-03-05,28,1526285.95,118,54510.2125,3,5,5,355,13,Loyal Customers
CUST02319,2026-04-05,2,23781.3,87,11890.65,3,1,1,311,5,Others
CUST02320,2026-06-16,9,113882.1,15,12653.566666666668,5,4,2,542,11,Loyal Customers
CUST02321,2025-07-30,1,9187.0,336,9187.0,1,1,1,111,3,Lost Customers
CUST02322,2026-06-18,11,374475.60000000003,13,34043.236363636366,5,4,4,544,13,Champions
CUST02323,2026-03-27,9,657856.1,96,73095.12222222221,3,4,5,345,12,Loyal Customers
CUST02324,2026-05-14,25,1423135.8,48,56925.432,4,5,5,455,14,Champions
CUST02325,2026-05-18,21,1214488.6,44,57832.79047619048,4,5,5,455,14,Champions
CUST02326,2026-05-12,11,613371.3,50,55761.027272727275,4,4,5,445,13,Champions
CUST02327,2026-03-21,6,247410.8,102,41235.13333333333,3,3,3,333,9,Others
CUST02328,2026-03-18,6,196654.5,105,32775.75,3,3,3,333,9,Others
CUST02329,2026-05-31,13,277199.65,31,21323.050000000003,4,4,3,443,11,Loyal Customers
CUST02330,2024-08-01,1,900.0,699,900.0,1,1,1,111,3,Lost Customers
CUST02331,2024-09-19,1,19228.95,650,19228.95,1,1,1,111,3,Lost Customers
CUST02332,2026-04-12,6,149175.19999999998,80,24862.53333333333,3,3,2,332,8,Others
CUST02333,2026-02-27,4,176016.1,124,44004.025,3,2,3,323,8,Others
CUST02334,2026-04-16,6,185202.7,76,30867.11666666667,3,3,3,333,9,Others
CUST02335,2026-05-29,10,277468.45,33,27746.845,4,4,3,443,11,Loyal Customers
CUST02336,2026-05-18,19,713151.2,44,37534.27368421052,4,5,5,455,14,Champions
CUST02337,2025-11-03,8,267046.05,240,33380.75625,2,3,3,233,8,At Risk
CUST02338,2026-04-22,15,382864.65,70,25524.31,3,5,4,354,12,Loyal Customers
CUST02339,2026-06-20,8,360642.7,11,45080.3375,5,3,4,534,12,Potential Loyalists
CUST02340,2025-04-17,2,10447.6,440,5223.8,1,1,1,111,3,Lost Customers
CUST02341,2026-03-11,11,829244.15,112,75385.83181818182,3,4,5,345,12,Loyal Customers
CUST02342,2025-10-31,6,184267.05,243,30711.175,2,3,3,233,8,At Risk
CUST02343,2025-06-23,8,291502.60000000003,373,36437.825000000004,1,3,3,133,7,At Risk
CUST02344,2026-05-09,2,117670.1,53,58835.05,4,1,2,412,7,Others
CUST02345,2026-03-24,6,353921.85,99,58986.975,3,3,4,334,10,Others
CUST02346,2024-08-19,2,83847.8,681,41923.9,1,1,2,112,4,Lost Customers
CUST02347,2026-06-24,7,136864.95,7,19552.135714285716,5,3,2,532,10,Potential Loyalists
CUST02348,2026-06-19,14,268520.5,12,19180.035714285714,5,5,3,553,13,Loyal Customers
CUST02349,2025-06-03,5,258949.05000000002,393,51789.810000000005,1,2,3,123,6,Others
CUST02350,2026-04-25,6,170183.1,67,28363.850000000002,4,3,2,432,9,Potential Loyalists
CUST02351,2026-04-21,16,599461.1,71,37466.31875,3,5,5,355,13,Loyal Customers
CUST02352,2026-05-28,5,52081.45,34,10416.289999999999,4,2,1,421,7,Potential Loyalists
CUST02353,2026-02-19,4,65753.9,132,16438.475,3,2,1,321,6,Others
CUST02354,2026-06-10,12,518350.65,21,43195.887500000004,5,4,4,544,13,Champions
CUST02355,2026-05-17,13,645546.2,45,49657.399999999994,4,4,5,445,13,Champions
CUST02356,2025-12-15,3,119186.40000000001,198,39728.8,2,1,2,212,5,Lost Customers
CUST02357,2026-02-03,13,456157.44999999995,148,35089.03461538461,2,4,4,244,10,At Risk
CUST02358,2025-04-18,2,10063.599999999999,439,5031.799999999999,1,1,1,111,3,Lost Customers
CUST02359,2024-06-12,1,35937.6,749,35937.6,1,1,1,111,3,Lost Customers
CUST02360,2024-11-06,2,54231.45,602,27115.725,1,1,1,111,3,Lost Customers
CUST02361,2026-06-21,27,937975.6,10,34739.83703703704,5,5,5,555,15,Champions
CUST02362,2026-06-10,6,130317.45,21,21719.575,5,3,2,532,10,Potential Loyalists
CUST02363,2026-06-15,3,5054.6,16,1684.8666666666668,5,1,1,511,7,Others
CUST02364,2026-06-16,12,415439.6,15,34619.96666666667,5,4,4,544,13,Champions
CUST02365,2026-05-19,13,606573.65,43,46659.51153846154,4,4,5,445,13,Champions
CUST02366,2025-12-21,7,231050.90000000002,192,33007.27142857143,2,3,3,233,8,At Risk
CUST02367,2026-05-13,12,569463.7,49,47455.30833333333,4,4,4,444,12,Champions
CUST02368,2025-06-30,1,1342.15,366,1342.15,1,1,1,111,3,Lost Customers
CUST02369,2026-06-09,14,537633.65,22,38402.40357142857,5,5,4,554,14,Champions
CUST02370,2026-03-02,9,281264.85,121,31251.649999999998,3,4,3,343,10,Loyal Customers
CUST02371,2025-08-13,3,172287.0,322,57429.0,1,1,2,112,4,Lost Customers
CUST02372,2025-10-31,3,29398.25,243,9799.416666666666,2,1,1,211,4,Lost Customers
CUST02373,2026-06-23,13,829948.2999999999,8,63842.17692307692,5,4,5,545,14,Champions
CUST02374,2026-05-13,5,176261.34999999998,49,35252.27,4,2,3,423,9,Potential Loyalists
CUST02375,2025-09-05,4,304544.25,299,76136.0625,2,2,3,223,7,Others
CUST02376,2026-06-04,13,579511.9,27,44577.838461538464,5,4,4,544,13,Champions
CUST02377,2026-06-11,14,502977.3,20,35926.95,5,5,4,554,14,Champions
CUST02378,2026-03-23,2,39411.2,100,19705.6,3,1,1,311,5,Others
CUST02379,2025-05-22,4,46629.6,405,11657.4,1,2,1,121,4,Lost Customers
CUST02380,2025-09-20,1,2250.0,284,2250.0,2,1,1,211,4,Lost Customers
CUST02381,2026-05-30,7,188809.6,32,26972.8,4,3,3,433,10,Potential Loyalists
CUST02382,2026-06-27,11,344059.95,4,31278.177272727273,5,4,4,544,13,Champions
CUST02383,2025-07-15,3,112534.65,351,37511.549999999996,1,1,2,112,4,Lost Customers
CUST02384,2026-04-08,13,354734.75,84,27287.28846153846,3,4,4,344,11,Loyal Customers
CUST02385,2025-12-26,7,198647.05000000002,187,28378.15,2,3,3,233,8,At Risk
CUST02386,2024-02-18,1,900.0,864,900.0,1,1,1,111,3,Lost Customers
CUST02387,2026-04-30,1,54782.7,62,54782.7,4,1,1,411,6,Others
CUST02388,2026-04-13,5,123879.85,79,24775.97,3,2,2,322,7,Others
CUST02389,2026-04-23,6,484697.35000000003,69,80782.89166666668,4,3,4,434,11,Potential Loyalists
CUST02390,2025-11-25,4,61718.45,218,15429.6125,2,2,1,221,5,Lost Customers
CUST02391,2025-11-09,7,168693.55,234,24099.07857142857,2,3,2,232,7,At Risk
CUST02392,2026-04-29,7,245508.65,63,35072.66428571429,4,3,3,433,10,Potential Loyalists
CUST02393,2026-05-04,8,152213.95,58,19026.74375,4,3,2,432,9,Potential Loyalists
CUST02394,2026-05-27,9,782592.75,35,86954.75,4,4,5,445,13,Champions
CUST02395,2025-10-28,2,1890.0,246,945.0,2,1,1,211,4,Lost Customers
CUST02396,2025-07-16,6,148553.9,350,24758.983333333334,1,3,2,132,6,At Risk
CUST02397,2026-06-22,15,639398.9500000001,9,42626.59666666667,5,5,5,555,15,Champions
CUST02398,2026-05-26,22,1277905.8,36,58086.62727272727,4,5,5,455,14,Champions
CUST02399,2025-05-20,4,65095.6,407,16273.9,1,2,1,121,4,Lost Customers
CUST02400,2024-06-11,1,89960.0,750,89960.0,1,1,2,112,4,Lost Customers
CUST02401,2026-06-24,5,341596.6,7,68319.31999999999,5,2,4,524,11,Potential Loyalists
CUST02402,2026-01-09,13,802221.8,173,61709.36923076923,2,4,5,245,11,At Risk
CUST02403,2026-05-02,13,909041.35,60,69926.25769230768,4,4,5,445,13,Champions
CUST02404,2026-05-31,9,221369.7,31,24596.633333333335,4,4,3,443,11,Loyal Customers
CUST02405,2025-07-02,1,13500.0,364,13500.0,1,1,1,111,3,Lost Customers
CUST02406,2026-05-24,9,832702.2,38,92522.46666666666,4,4,5,445,13,Champions
CUST02407,2025-06-17,3,18785.699999999997,379,6261.899999999999,1,1,1,111,3,Lost Customers
CUST02408,2026-01-06,6,126555.7,176,21092.616666666665,2,3,2,232,7,At Risk
CUST02409,2026-06-29,30,1442410.0,2,48080.333333333336,5,5,5,555,15,Champions
CUST02410,2026-04-02,9,356682.64999999997,90,39631.40555555555,3,4,4,344,11,Loyal Customers
CUST02411,2026-05-20,4,206222.9,42,51555.725,4,2,3,423,9,Potential Loyalists
CUST02412,2024-07-07,2,35758.55,724,17879.275,1,1,1,111,3,Lost Customers
CUST02413,2025-10-14,6,269106.39999999997,260,44851.06666666666,2,3,3,233,8,At Risk
CUST02414,2026-06-29,8,193419.5,2,24177.4375,5,3,3,533,11,Potential Loyalists
CUST02415,2026-05-13,5,87656.45000000001,49,17531.29,4,2,2,422,8,Potential Loyalists
CUST02416,2026-06-03,5,130095.65,28,26019.129999999997,5,2,2,522,9,Potential Loyalists
CUST02417,2026-05-19,5,83836.79999999999,43,16767.359999999997,4,2,2,422,8,Potential Loyalists
CUST02418,2024-05-14,1,46233.0,778,46233.0,1,1,1,111,3,Lost Customers
CUST02419,2026-01-23,9,285260.05,159,31695.56111111111,2,4,3,243,9,At Risk
CUST02420,2025-06-21,2,60868.8,375,30434.4,1,1,1,111,3,Lost Customers
CUST02421,2025-09-22,2,175468.4,282,87734.2,2,1,3,213,6,Others
CUST02422,2026-05-27,18,818251.05,35,45458.39166666667,4,5,5,455,14,Champions
CUST02423,2026-05-05,8,351938.0,57,43992.25,4,3,4,434,11,Potential Loyalists
CUST02424,2026-06-30,11,300469.1,1,27315.372727272726,5,4,3,543,12,Loyal Customers
CUST02425,2026-02-16,12,309131.95,135,25760.995833333334,3,4,3,343,10,Loyal Customers
CUST02426,2026-06-29,14,1106431.0,2,79030.78571428571,5,5,5,555,15,Champions
CUST02427,2026-03-24,10,229976.3,99,22997.629999999997,3,4,3,343,10,Loyal Customers
CUST02428,2026-02-14,4,209957.15,137,52489.2875,3,2,3,323,8,Others
CUST02429,2025-06-13,5,182025.05,383,36405.009999999995,1,2,3,123,6,Others
CUST02430,2026-03-19,15,1179367.55,104,78624.50333333334,3,5,5,355,13,Loyal Customers
CUST02431,2026-06-02,15,1145646.4,29,76376.42666666667,5,5,5,555,15,Champions
CUST02432,2025-02-24,5,104816.15,492,20963.23,1,2,2,122,5,Lost Customers
CUST02433,2026-04-27,9,308011.5,65,34223.5,4,4,3,443,11,Loyal Customers
CUST02434,2024-11-29,3,53826.2,579,17942.066666666666,1,1,1,111,3,Lost Customers
CUST02435,2026-03-13,14,200842.75,110,14345.910714285714,3,5,3,353,11,Loyal Customers
CUST02436,2026-02-14,12,317638.8,137,26469.899999999998,3,4,3,343,10,Loyal Customers
CUST02437,2026-05-17,15,601221.3,45,40081.420000000006,4,5,5,455,14,Champions
CUST02438,2025-11-02,7,514408.2,241,73486.88571428572,2,3,4,234,9,At Risk
CUST02439,2026-03-31,8,377477.55,92,47184.69375,3,3,4,334,10,Others
CUST02440,2026-06-11,4,51469.45,20,12867.3625,5,2,1,521,8,Potential Loyalists
CUST02441,2025-07-13,2,20025.9,353,10012.95,1,1,1,111,3,Lost Customers
CUST02442,2026-05-31,3,121506.0,31,40502.0,4,1,2,412,7,Others
CUST02443,2026-05-29,1,49139.2,33,49139.2,4,1,1,411,6,Others
CUST02444,2025-02-02,6,122218.65,514,20369.774999999998,1,3,2,132,6,At Risk
CUST02445,2026-06-20,10,451071.14999999997,11,45107.115,5,4,4,544,13,Champions
CUST02446,2025-05-12,2,15973.5,415,7986.75,1,1,1,111,3,Lost Customers
CUST02447,2026-02-15,12,260145.05,136,21678.754166666666,3,4,3,343,10,Loyal Customers
CUST02448,2026-05-27,13,403897.5,35,31069.03846153846,4,4,4,444,12,Champions
CUST02449,2026-05-10,13,696225.6,52,53555.81538461538,4,4,5,445,13,Champions
CUST02450,2026-06-14,20,981126.1,17,49056.305,5,5,5,555,15,Champions
CUST02451,2026-05-12,6,320005.05,50,53334.174999999996,4,3,3,433,10,Potential Loyalists
CUST02452,2026-04-30,11,486779.35,62,44252.66818181818,4,4,4,444,12,Champions
CUST02453,2026-04-23,7,171924.45,69,24560.635714285716,4,3,2,432,9,Potential Loyalists
CUST02454,2025-11-01,6,204086.19999999998,242,34014.36666666666,2,3,3,233,8,At Risk
CUST02455,2026-03-16,8,197542.8,107,24692.85,3,3,3,333,9,Others
CUST02456,2026-05-21,13,660017.1,41,50770.54615384615,4,4,5,445,13,Champions
CUST02457,2026-04-21,14,482477.60000000003,71,34462.68571428572,3,5,4,354,12,Loyal Customers
CUST02458,2025-10-08,5,61728.6,266,12345.72,2,2,1,221,5,Lost Customers
CUST02459,2026-05-19,7,205878.75,43,29411.25,4,3,3,433,10,Potential Loyalists
CUST02460,2025-07-12,3,15523.45,354,5174.483333333334,1,1,1,111,3,Lost Customers
CUST02461,2026-01-25,12,392072.5,157,32672.708333333332,2,4,4,244,10,At Risk
CUST02462,2026-04-13,11,462406.85,79,42036.98636363636,3,4,4,344,11,Loyal Customers
CUST02463,2026-06-16,6,69876.09999999999,15,11646.016666666665,5,3,1,531,9,Potential Loyalists
CUST02464,2026-04-22,12,267544.6,70,22295.38333333333,3,4,3,343,10,Loyal Customers
CUST02465,2025-11-14,3,29905.95,229,9968.65,2,1,1,211,4,Lost Customers
CUST02466,2026-06-15,13,375966.9,16,28920.530769230772,5,4,4,544,13,Champions
CUST02467,2026-06-21,8,468709.8,10,58588.725,5,3,4,534,12,Potential Loyalists
CUST02468,2026-05-12,14,461253.1,50,32946.65,4,5,4,454,13,Champions
CUST02469,2024-08-26,2,72613.5,674,36306.75,1,1,2,112,4,Lost Customers
CUST02470,2025-04-16,3,114302.8,441,38100.933333333334,1,1,2,112,4,Lost Customers
CUST02471,2026-06-21,12,291545.75,10,24295.479166666668,5,4,3,543,12,Loyal Customers
CUST02472,2026-01-15,1,991.5,167,991.5,2,1,1,211,4,Lost Customers
CUST02473,2025-01-18,3,148457.65,529,49485.88333333333,1,1,2,112,4,Lost Customers
CUST02474,2026-06-05,6,141395.6,26,23565.933333333334,5,3,2,532,10,Potential Loyalists
CUST02475,2026-04-08,13,559655.55,84,43050.42692307693,3,4,4,344,11,Loyal Customers
CUST02476,2026-04-28,23,1120167.4000000001,64,48702.93043478262,4,5,5,455,14,Champions
CUST02477,2026-05-30,5,238176.05,32,47635.21,4,2,3,423,9,Potential Loyalists
CUST02478,2024-03-31,1,112019.4,822,112019.4,1,1,2,112,4,Lost Customers
CUST02479,2025-06-02,3,3903.05,394,1301.0166666666667,1,1,1,111,3,Lost Customers
CUST02480,2026-06-12,6,338587.1,19,56431.18333333333,5,3,4,534,12,Potential Loyalists
CUST02481,2025-04-01,2,16087.300000000001,456,8043.650000000001,1,1,1,111,3,Lost Customers
CUST02482,2025-08-16,3,9464.550000000001,319,3154.8500000000004,1,1,1,111,3,Lost Customers
CUST02483,2026-02-05,13,295344.25,146,22718.78846153846,3,4,3,343,10,Loyal Customers
CUST02484,2025-08-04,5,180061.25,331,36012.25,1,2,3,123,6,Others
CUST02485,2024-12-14,1,4700.8,564,4700.8,1,1,1,111,3,Lost Customers
CUST02486,2026-05-21,10,250875.8,41,25087.579999999998,4,4,3,443,11,Loyal Customers
CUST02487,2026-06-11,7,271391.2,20,38770.17142857143,5,3,3,533,11,Potential Loyalists
CUST02488,2026-01-13,3,110058.8,169,36686.26666666667,2,1,2,212,5,Lost Customers
CUST02489,2026-06-26,2,60253.75,5,30126.875,5,1,1,511,7,Others
CUST02490,2025-06-06,2,29475.3,390,14737.65,1,1,1,111,3,Lost Customers
CUST02491,2026-06-07,13,277896.8,24,21376.67692307692,5,4,3,543,12,Loyal Customers
CUST02492,2026-06-23,13,370896.64999999997,8,28530.511538461535,5,4,4,544,13,Champions
CUST02493,2025-11-08,3,155539.05000000002,235,51846.350000000006,2,1,2,212,5,Lost Customers
CUST02494,2025-04-25,3,107642.05,432,35880.683333333334,1,1,2,112,4,Lost Customers
CUST02495,2025-03-17,1,15629.0,471,15629.0,1,1,1,111,3,Lost Customers
CUST02496,2025-11-22,10,607919.6,221,60791.96,2,4,5,245,11,At Risk
CUST02497,2026-03-26,3,24487.8,97,8162.599999999999,3,1,1,311,5,Others
CUST02498,2025-11-29,5,172341.45,214,34468.29,2,2,2,222,6,Lost Customers
CUST02499,2026-05-02,6,274517.0,60,45752.833333333336,4,3,3,433,10,Potential Loyalists
CUST02500,2026-02-24,5,315533.8,127,63106.759999999995,3,2,3,323,8,Others
CUST02501,2025-08-22,4,80391.6,313,20097.9,2,2,2,222,6,Lost Customers
CUST02502,2026-02-09,6,73568.45,142,12261.408333333333,3,3,2,332,8,Others
CUST02503,2026-06-29,9,199693.55,2,22188.17222222222,5,4,3,543,12,Loyal Customers
CUST02504,2026-06-05,16,566455.8,26,35403.4875,5,5,4,554,14,Champions
CUST02505,2026-05-16,8,147887.05,46,18485.88125,4,3,2,432,9,Potential Loyalists
CUST02506,2026-05-15,11,733074.9,47,66643.17272727273,4,4,5,445,13,Champions
CUST02507,2026-06-19,30,1507930.05,12,50264.335,5,5,5,555,15,Champions
CUST02508,2025-05-06,6,207347.34999999998,421,34557.89166666666,1,3,3,133,7,At Risk
CUST02509,2025-11-12,8,268883.05,231,33610.38125,2,3,3,233,8,At Risk
CUST02510,2026-01-24,8,213906.15,158,26738.26875,2,3,3,233,8,At Risk
CUST02511,2025-03-07,1,16914.6,481,16914.6,1,1,1,111,3,Lost Customers
CUST02512,2024-12-13,3,200826.8,565,66942.26666666666,1,1,3,113,5,Others
CUST02513,2025-05-11,6,399266.89999999997,416,66544.48333333332,1,3,4,134,8,At Risk
CUST02514,2025-10-30,1,897.75,244,897.75,2,1,1,211,4,Lost Customers
CUST02515,2026-06-10,13,633412.0,21,48724.0,5,4,5,545,14,Champions
CUST02516,2025-12-24,5,92257.95000000001,189,18451.590000000004,2,2,2,222,6,Lost Customers
CUST02517,2026-06-09,22,876505.45,22,39841.156818181815,5,5,5,555,15,Champions
CUST02518,2026-06-24,14,636204.9,7,45443.20714285714,5,5,5,555,15,Champions
CUST02519,2026-02-11,3,125676.95,140,41892.316666666666,3,1,2,312,6,Others
CUST02520,2025-08-31,7,286266.85,304,40895.264285714286,2,3,3,233,8,At Risk
CUST02521,2025-04-20,1,79318.6,437,79318.6,1,1,2,112,4,Lost Customers
CUST02522,2026-04-18,8,329820.9,74,41227.6125,3,3,4,334,10,Others
CUST02523,2026-06-16,7,378427.6,15,54061.08571428571,5,3,4,534,12,Potential Loyalists
CUST02524,2026-06-16,22,856135.8,15,38915.26363636364,5,5,5,555,15,Champions
CUST02525,2026-01-28,14,883821.35,154,63130.09642857143,2,5,5,255,12,At Risk
CUST02526,2026-01-16,10,251356.19999999998,166,25135.62,2,4,3,243,9,At Risk
CUST02527,2026-06-10,13,318067.25,21,24466.71153846154,5,4,3,543,12,Loyal Customers
CUST02528,2026-01-10,9,219031.4,172,24336.82222222222,2,4,3,243,9,At Risk
